pair_ID	sentence_A	sentence_B	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_dataset	sentence_B_dataset	SemEval_set	binary_label
6853	سگی بر روي  سراشیبی مي‌دود	سگی از سربالایی بالا می‌رود	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6854	سگی در حال دویدن به بالای یک تپه چمنزار است	سگی در حال دویدن به بالای یک تپه چمني است	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6855	هیچ سگی از تپه چمنزار بالا نمیرود	سگی از تپه چمنزار بالا می رود	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
6856	سگی به بالای تپه ای پر از علف می‌دود	سگی از سربالایی بالا می‌رود	4.2	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6857	سگی از تبه بالا می رود	هیچ سگی از تپه چمنزار بالا نمیرود	4.1	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
6858	سگی به بالای یک تپه چمنزار می‌دود	سگی به سرعت از سربالایی بالا می‌رود	4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6859	سگی از سراشيبي پايين مي‌آید	سگی به بالای یک تپه چمني می‌دود	3	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6860	سگی در حال دویدن به بالای یک تپه چمني است	سگی از سربالایی بالا می‌رود	4.4	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6861	سگی طلایی از مزرعه ای از چمن های بلند عبور میکند 	سگ طلایی از مزرعه ای از چمن های بلند عبور میکند 	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6862	سگ طلایی از یک علفزار با علف های بلند می دود	سگ طلایی در یک علفزار با علف های بلند نشسته است	3.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6863	سگی قهوه ای در حال دویدتن از میان علفزاری است که سبز و بلند است	سگی قهوه ای از میان علف های سبز بلند می دود	5	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6864	هیچ سگ قهوه ای وجود ندارد که از بین چمن های سبز بلند عبور کند	سگي قهوه‌اي از مزرعه ای از چمن های سبز بلند عبور می‌کند 	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6865	سگی قهوه ای در حال دویدتن از میان علفزاری است که سبز و بلند است	سگ طلایی از یک علفزار با علف های بلند می دود	4.3	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6866	سگی طلایی از یک مزرعه با چمن بلند عبور می کند	هیچ سگ قهوه ای در حال عبور از چمن سبز بلند نیست	4	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
6867	سگ طلایی از مزرعه ای از چمن های بلند عبور می‌کند	سگي قهوه‌اي از مزرعه ای از چمن های سبز بلند عبور می‌کند 	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6868	سگ طلایی در یک علفزار با علف های بلند نشسته است	سگی قهوه ای از میان علف های سبز بلند می دود	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6869	سگی قهوه ای از میان علف های سبز بلند می دود	سگ طلایی در یک علفزار با علف های بلند نشسته است	3.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6870	دو سگ با خوشحالی در ساحل بازی می کنند	دو سگ در ساحل بازی می کنند	4.5	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6871	دو سگ در ساحل بازی می کنند	دو سگ در ساحل استراحت مي‌کنند	3.7	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6872	چند سگ سفید در حال دویدن و پریدن در امتداد ساحل هستند	دو سگ سفید در حال دویدن و پریدن در امتداد یک ساحل هستند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6873	هیچ سگی سفيدي نيست که در امتداد ساحل در حال دویدن و پریدن باشد	دو سگ سفید در حال دویدن و پریدن در امتداد یک ساحل هستند	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6874	چند سگ سفید در حال دویدن و پریدن در امتداد ساحل هستند	دو سگ در ساحل بازی می کنند	4.4	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6875	دو سگ در ساحل بازی می کنند	هیچ سگ سفیدی در امتداد ساحل در حال دویدن و پریدن  نیست	3.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6876	دو سگ سفید در حال دویدن و پریدن در امتداد یک ساحل هستند	دو سگ با نشاط در ساحل بازی می کنند	3.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6877	دو سگ در ساحل بازی می کنند	دو سگ سفید در امتداد ساحل می دوند ومی پرند	2.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6878	دو سگ سفید در حال دویدن و پریدن در امتداد یک ساحل هستند	دو سگ در ساحل بازی می کنند	4.185	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6879	سگ قهوه ای بزرگ  در فضای باز مشغول دویدن روی خاک است	سگ قهوه ای بزرگ بیرون از خانه مشغول دویدن روی خاک است	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6880	سگ قهوه ای بزرگ  در بیرون از خانه مشغول دویدن روی خاک نیست	سگ قهوه ای بزرگ بیرون از خانه مشغول دویدن روی خاک است	3	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
6881	سگی در کنار نرده ای در مسیر خاکی می‎دود	سگی در کنار نرده ای در مسیر پر از خاک می‌دود	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6882	سگی در کنار نرده ای در مسیر خاکی می‎دود	سگی کنار نرده‌ای در مسیر خاکی نشسته است	3.8	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6883	سگی در کنار نرده ای در مسیر پر از خاک در حال دویدن است	سگ قهوه ای بزرگ در بیرون در حال دویدن در خاک است	4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6884	سگ قهوه ای بزرگ بیرون از خانه مشغول دویدن روی خاک است	یک سگ در کنار حصار روی یک زمین مسابقه خاکی نشسته است	2.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6885	سگ قهوه ای بزرگ بیرون از خانه مشغول دویدن روی خاک است	یک سگ در امتداد حصار در یک زمین مسابقه خاکی می دود	3.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6886	سگ قهوه ای بزرگ بیرون از خاک نمی دود	سگی در کنار نرده ای در مسیر خاکی مي‌د‌ود	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6887	سگ قهوه ای بزرگ  در فضای باز مشغول دویدن روی خاک است	یک سگ در امتداد حصار در یک زمین مسابقه خاکی می دود	3.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6888	دختری جوان با کت دوخته شده براي زمستان در حال پریدن از بالای یک تخته سنگ به درون ماسه های ساحل است	یک دختر جوان با کت زمستانی در حال پریدن از روی تخته سنگی به درون شن های ساحل است	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6889	هیچ دختری با کت زمستانی وجود ندارد که از روی تخته سنگی به درون شن های ساحل در حال پريدن باشد	دختري  جوان با کت زمستانی در حال پریدن از روی تخته سنگی به درون شن های ساحل است	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6890	دختری از روی صخره می پرد و دختر دیگری روی  ان ایستاده است	یک دختر از روی صخره می پرد و دختر دیگیری روی ان ایستاده است	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6891	دختری از صخره ای می پرد و دیگری روی آن ایستاده است	دختری روي تحته سنگ مي‌پرد و دیگری روی آن نشسته است	3.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6892	یک دختر در حال پریدن از روی صخره است و دیگری روی آن ایستاده است	دختری جوان با کت زمستانی در حال پریدن از روی تخته سنگی به درون شن های ساحل است	2.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
6893	دختری جوان با کت زمستانی از روی تخته سنگی به درون شن های ساحل می‌پرد	دختری  روی تخته سنگ می‌پرد و دیگری روی آن نشسته است	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6894	دختری از روی صخره می پرد و دختر دیگری روی  ان ایستاده است	یک دختر جوان با یک کت مناسب زمستان   از یک تخته سنگ به سمت شن و ماسه در ساحل می پرد	2.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6895	هیچ دختری با کت زمستانی نیست که از روی تخته سنگ به درون شن های ساحل در حال پريدن باشد	دختری از روی صخره ای می پرد و دیگری روی آن ایستاده است	2.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
6896	یک دختر جوان با یک کت زمستانی  از یک تخته سنگ به سمت شن و ماسه در ساحل می پرد	دختری از روی صخره می پرد و دختر دیگری روی  ان ایستاده است	3.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6897	مردی با موهای قهوه ای و عینک آفتابی  بدون توجه به دیگران پشت  میزی با قوطی های نوشیدنی بدون الکل و سایر نوشیدنی ها نشسته است	مردی با موهای قهوه ای و عینک آفتابی  پشت  میزی با قوطی های نوشیدنی بدون الکل و سایر نوشیدنی ها نشسته است	4.4	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6898	مرد مو قهوه‌اي عینک آفتابی به چشم نمی زند و پشت میز با قوطی های نوشابه و نوشیدنی های دیگر نشسته نیست	آن مرد که موهاي قهوه‌اي دارد ، عینک آفتابی به چشم دارد و پشت میز با قوطی های نوشابه و نوشیدنی های دیگر نشسته است	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6899	مرد جوانی با موهای قهوه ای و تیره مقابل تعدادی  از قوطی های نوشابه غیر الکلی نشسته است	مرد جوانی با موهای قهوه ای وعینک افتابی مقابل تعدادی  از قوطی های نوشابه غیر الکلی نشسته است	5	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6900	يک مرد جوان با موهای قهوه ای و عینک آفتابی جلوی چند قوطی نوشابه نشسته است	هیچ  مرد جوانی با موهای قهوه ای و عینک آفتابی نيست که جلوی برخی قوطی های نوشابه نشسته باشد	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6901	مرد جوانی با موهای قهوه ای و تیره مقابل تعدادی  از قوطی های نوشابه غیر الکلی نشسته است	مردی با موهای قهوه ای و عینک آفتابی  پشت  میزی با قوطی های نوشیدنی بدون الکل و سایر نوشیدنی ها نشسته است	4.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6902	هیچ مرد جوانی با موهای قهوه ای وعینک افتابی که مقابل تعدادی  از قوطی های نوشابه غیر الکلی نشسته باشد نیست	مردی با موهای قهوه ای و عینک آفتابی  پشت  میزی با قوطی های نوشیدنی بدون الکل و سایر نوشیدنی ها نشسته است	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	0
6903	مردی با موهای قهوه ای و عینک آفتابی بی حال پشت  میزی با قوطی های نوشیدنی بدون الکل و سایر نوشیدنی ها نشسته است	مرد جوانی با موهای قهوه ای و تیره مقابل تعدادی  از قوطی های نوشابه غیر الکلی نشسته است	4.2	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6904	مرد با موهای قهوه‌ای عینک آفتابی به چشم نمی زند و پشت میزی با قوطی های نوشابه و نوشیدنی های دیگر نشسته نیست	مردي جوان با موهای قهوه ای و عینک آفتابی جلوی چند قوطی نوشابه نشسته است	4	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6905	مردی با موهای قهوه ای و عینک آفتابی  پشت  میزی با قوطی های نوشیدنی بدون الکل و سایر نوشیدنی ها نشسته است	مرد جوانی با موهای قهوه ای و تیره مقابل تعدادی  از قوطی های نوشابه غیر الکلی نشسته است	4.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6906	زنی که یک یونی فرم آبی و سفید با کلاه سفید و آبی به سر دارد دهان خود را باز نگه داشته و در نزدیکی سایرین است که به همین سبک لباس پوشیده اند	زن که یونی فرم آبی و سفید با کلاه سفید و آبی به سر دارد دهان خود را باز نگه داشته و در نزدیکی سایرین است که به همین سبک لباس پوشیده اند	5	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6907	زنی که یک لباس آبی و سفید با کلاه سفید و آبی پوشیده است دهان خود را باز نگه داشته و نزدیک افراد دیگری با همان مد لباس است	زنی با لباس غیر رسمی ، دهان خود را باز نگه داشته و نزدیک افراد دیگری با لباسهایی با مد متفاوت است	3	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6908	زنی یک تیشرت که آبی است، با یک جلیقه‌ی سفید و یک کلاه سفید پوشیده است و مشغول صحبت و راهپیمایی است	زنی یک تیشرت آبی با یک جلیقه‌ی سفید و یک کلاه سفید پوشیده است و مشغول صحبت و راهپیمایی است	4.7	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6909	زنی یک پیراهن آبی با جلیقه سفید و کلاهی سفید به تن کرده و مشغول صحبت و راهپیمایی است	هیچ زنی وجود ندارد که پیراهنی آبی با یک جلیقه سفید و یک کلاه سفید بپوشد و در حال صحبت و راهپیمایی باشد	4.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6910	زنی در حال پوشین پیراهنی است که به رنگ آبی است با یک جلیقه سفید و یک کلاه سفید و در حال صحبت و راهپیمایی است	زنی که یک لباس آبی و سفید با کلاه سفید و آبی پوشیده است دهان خود را باز نگه داشته و در نزدیکی سایرین است که به همین سبک لباس پوشیده اند	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6911	زنی که یک یونی‌فرم آبی و سفید با کلاهی سفید و آبی پوشیده است دهان خود را باز نگه داشته و در نزدیکی سایرین است که به همین سبک لباس پوشیده اند	هیچ زنی وجود ندارد که پیراهنی آبی با یک جلیقه سفید و کلاهی سفید بپوشد و در حال صحبت و راهپیمایی باشد	2.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
6912	زنی که لباس فرم آبی و سفید را با کلاه سفید و آبی می پوشد دهانش را باز نگه می دارد و در نزدیکی کسانی که به همان مد لباس پوشیده اند است	زنی پیراهن آبی با جلیقه سفید و کلاه سفید می پوشد و صحبت می کند و راهپیمایی می کند	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
6913	زنی با لباس غیر رسمی ، دهان خود را باز نگه داشته و نزدیک افراد دیگری با لباسهایی با مد متفاوت است	یک زن با  پیراهن آبی با جلیقه سفید و کلاه سفید  در حال صحبت و قدم زدن است	2.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6914	زنی که یک لباس آبی و سفید با کلاه سفید و آبی پوشیده است دهان خود را باز نگه داشته و نزدیک افراد دیگری با همان مد لباس است	یک زن با  پیراهن آبی با جلیقه سفید و کلاه سفید  در حال صحبت و قدم زدن است	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6915	مردی بی علاقه تابلویی در دست دارد و گدايي مي‌کند	مردی نشانه ای در دست دارد و گدايي مي‌کند	4.4	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6916	هیچ مردی نيست که  علامتی در دست داشته و گدایی کند	مردی نشانه ای در دست دارد و گدايي مي‌کند	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6917	مردی نشانه ای در دست دارد  و گدايي مي‌کند	مردی به دنبال تابلويي است و مقداری پول در دست دارد	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6918	مردی با ریش در کنار سبد خرید نشسته است و یک تابلو مقوایی را  در درست دارد	یک مرد با ریش در کنار سبد خرید ایستاده است و یک تابلو مقوایی را در دست دارد	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6919	مردی با ریش در کنار سبد خرید نشسته است و یک تابلو مقوایی را رها می کند	یک مرد   با ریش در کنار سبد خرید ایستاده است و یک تابلو مقوایی را در دست دارد	4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6920	یک مرد با ریش در کنار سبد خرید ایستاده است و یک تابلو مقوایی را در دست دارد	مردی تابلو  مقوایی را نگه داشته است  به دنبال پول است	3.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6921	مردی تابلو  مقوایی را نگه داشته است  به دنبال پول است	مردی با ریش در کنار سبد خرید نشسته است و یک تابلو مقوایی را رها می کند	2.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6922	مردی بدون توجه به دیگران تابلو  مقوایی را نگه داشته است  به دنبال پول است	یک مرد با ریش در کنار سبد خرید ایستاده است و یک تابلو مقوایی را در دست دارد	3.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6923	هیچ مردی که یک تابلو دستش باشد و به دنبال پول باشد نیست	یک مرد   با ریش در کنار سبد خرید ایستاده است و یک تابلو مقوایی را در دست دارد	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6924	یک مرد   با ریش در کنار سبد خرید ایستاده است و یک تابلو مقوایی را در دست دارد	مردی به دنبال یک تابلو است و پول در دست دارد	3.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6925	یک مرد ریش دار کنار سبد خرید ایستاده و تابلوی مقوايي در دست دارد	مردی نشانه ای در دست دارد و گدايي مي‌کند	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6926	اسنوبوردر در حال انجام یک حرکت خطرناک بر روی تپه ای از برف است	یک اسنوبوردر در حال انجام یک حرکت خطرناک بر روی یک تپه برف است	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6927	آنجا هیچ اسنوبوردی روی تپه ای از برف پرش نمی کند	یک اسنوبورد در حال انجام پرش بر روی تپه ای از برف است	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
6928	کسی روی تخته در هوا تا ارتفاع زیادی می‌پرد	کسی روی تخته در هوا می پرد	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6929	کسي نيست که روي يک تخته در هوا  بپرد	کسی روی تخته در هوا می پرد	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6930	یک اسنوبوردر در حال انجام یک حرکت خطرناک بر روی یک تپه برف است	کسی روی تخنه در هوا تا ارتفاع زیادی می‌پرد	3.6	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6931	یک اسنوبورد در حال انجام پرش بر روی تپه ای از برف است	آنجا هیچ اسنوبوردی روی تپه ای از برف پرش نمی کند	3.2	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6932	آدم برفی یک ضربه بر روی تپه ای از برف می زند	شخصی در هیئت مدیره به هوا می پرد	3.8	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
6933	هیچ اسنوبوردری وجود ندارد که بر روی تپه ای از برف یک حرکت خطرناک انجام دهد	کسی روی تخته در هوا می پرد	3.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6934	یک اسنوبورد سوار در حال انجام پرش بر روی تپه ای از برف است	یک کسی هست که با تخته در هوا می پرد	3.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6935	جمعیت زیادی با لباس گرم در حال ژست گرفتن برای دوربین هستند	جمعیتی که بسیار زیاد هستند، با لباس گرم در حال ژست گرفتن برای دوربین هستند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6936	جمعیت زیادی با لباس گرم در جهت خلاف دوربین حرکت می‌کنند	جمعیت زیادی با لباس گرم در حال ژست گرفتن برای دوربین هستند	3.9	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6937	جمعیت زیادی با لباس گرم در حال ژست گرفتن برای دوربین  هستند	جمعیتی با لباس زیاد برای یک گرداننده‌ی دوربین بزرگ در حال ژست گرفتن هستند	4.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6938	دو مرد ، یک زن و دو پسر جوان بی هدف در مقابل جمع زیادی از مردم در خارج از ساختمان ایستاده‌اند	دو مرد ، یک زن و دو پسر جوان در مقابل جمع زیادی از مردم در خارج از ساختمان ایستاده اند	4.5	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6939	دو مرد ، یک زن و دو پسر جوان در مقابل جمع زیادی از مردم در بیرون از یک ساختمان نشسته‌اند	دو مرد ، یک زن و دو پسر جوان در مقابل جمع زیادی از مردم در خارج از ساختمان ایستاده‌اند	3.8	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6940	دو مرد ، یک زن و دو پسر جوان بی هدف جلوی اجتماع بزرگی از مردم در خارج از ساختمان ایستاده اند	جمعیت زیادی با لباس گرم جلوی دوربین ژست گرفته اند	2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6941	دو مرد ، یک زن و دو پسر جوان در مقابل جمع زیادی از مردم در بیرون از یک ساختمان نشسته‌اند	جمعیت زیادی با لباس گرم در حال ژست گرفتن برای دوربین هستند	1.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
6942	جمعیتی که بزرگ هست با لباس گرم جلوی دوربین ژست گرفته اند	دو مرد  یک زن و دو پسر جوان در مقابل اجتماع بزرگی از مردم در بیرون از ساختمان ایستاده اند	2.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6943	جمعیت زیادی با لباس گرم از دوربینی دور می شوند	دو مرد ، یک زن و دو پسر جوان در مقابل جمع زیادی از مردم در خارج از ساختمان ایستاده‌اند	1.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
6944	دو مرد ، یک زن و دو پسر جوان در مقابل جمع زیادی از مردم در خارج از ساختمان ایستاده‌اند	جمعیتی با لباس زیاد برای یک گرداننده‌ی دوربین بزرگ در حال ژست گرفتن هستند	2.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
6945	جمعیت زیادی با لباس گرم جلوی دوربین ژست گرفته اند	دو مرد  یک زن و دو پسر جوان در مقابل اجتماع بزرگی از مردم در بیرون از ساختمان ایستاده اند	2.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
6946	دختری که کوچک است و موهای بلوند دارد با لبخند روی تاب نشسته است	دختری کوچک با موهای بلوند با لبخند روی تاب نشسته است	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6947	آنجا دختر کوچکی نیست که  با موهای بلوند و با لبخند روی تاب نشسته است	دختری با موهای بلوند با لبخند روی تاب نشسته است	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
6948	یک بچه بلوند با لباس  سبز روی تاب نشسته است	یک پسر  بلوند با لباس  سبز روی تاب نشسته است	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6949	پسری بلوند با چشمانی سبز روی تاب نشسته‌است	پسری بلوند با چشمانی سبز روی تاب ایستاده‌است	4.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6950	یک فرد بلوندی با لباس سبز کنار پسری که تاب می خوره نشسته است	یک پسر بلوند با لباس سبز روی تاب نشسته است	3.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6951	یک دختر کوچک با موهای بلوند لبخند می زند و روی تاب نشسته‌است	یک بچه بلوندبا چشمانی سبز روی تاب نشسته‌است	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6952	پسری بلوند در با چشمانی سبز روی تاب ایستاده‌است	یک دختر کوچک با موهای بلوند لبخند می زند و روی تاب نشسته‌است	2.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
6953	بلوندی با پشمانی سبز کنار پسری درحال تاب خوردن نشسته است	یک دختر کوچک با موهای بلوند لبخند می زند و روی تاب نشسته‌است	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6954	دختری که کوچک است  با موهای بلوند ، لبخند می زند و روی تاب نشسته است	 پسری مو بلوند چشمانی سبز روی تاب نشسته‌است	3.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6955	پسری بلوند با لباس رنگ سبز می چرخد	هیچ دختر کوچکی با موهای بلوند  که لبخند می زند و می چرخد نیست	3.185	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
6956	پسری بلوند با چشمانی سبز روی تاب نشسته است	یک دختر کوچک با موهای بور لبخند می زند و روی تاب نشسته‌است	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
6957	موسیقی توسط چهار نفر در فضای باز اجرا می شود	چهار نفر در فضای باز مشغول اجرای موسیقی هستند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
6958	چهار نفر در فضای باز مشغول اجرای موسیقی هستند	چهار نفر در فضای باز ساکت ایستاده اند	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
6959	مرد کلاه سفید روی صحنه مشغول نواختن گیتار است	مردی با کلاه سفید روی صحنه گیتار می زند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
6960	مردی با کلاه سفید روی صحنه گیتار می زند	مردی با کلاه سفید از صحنه خارج می شود	3.9	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
6961	مردی سفید پوست کلاه می سازد و گیتار می نوازد	مردی با کلاه سفید روی صحنه گیتار می نوازد	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
